Outcome,Immunophenotype,GWAS Catalog accession,Instruments,R2 (%),sum(F)/n,Power at OR 1.1,Power at OR 1.2,Power at OR 1.3,Minimum detectable protective OR at 80% power,Minimum detectable harmful OR at 80% power,OR 95%CI lower,OR 95%CI upper,OR simultaneous CI lower (alpha=.05/731),OR simultaneous CI upper (alpha=.05/731),Entire 95% CI within 0.83-1.20,Entire simultaneous CI within 0.83-1.20,Entire 95% CI within 0.91-1.10,Entire simultaneous CI within 0.91-1.10,QC flag
AVBLOCK,IgD on unswitched memory B cell,GCST90001826,22,37.16,0.258,0.791,1.000,1.000,0.908,1.101,0.9662,1.0556,0.9231,1.1049,yes,yes,yes,no,""
CONDUCTIO,IgD on unswitched memory B cell,GCST90001826,22,37.16,0.258,0.991,1.000,1.000,0.930,1.075,0.9774,1.0276,0.9524,1.0546,yes,yes,yes,yes,""
AVBLOCK,IgD on IgD+ B cell,GCST90001827,21,33.02,0.233,0.703,1.000,1.000,0.903,1.107,0.9331,1.0144,0.8937,1.0592,yes,yes,yes,no,""
CONDUCTIO,IgD on IgD+ B cell,GCST90001827,21,33.02,0.233,0.977,1.000,1.000,0.926,1.080,0.9611,1.0258,0.9293,1.0609,yes,yes,yes,yes,""
AVBLOCK,IgD on transitional B cell,GCST90001828,32,40.66,0.308,0.848,1.000,1.000,0.912,1.096,0.9551,1.0346,0.9165,1.0782,yes,yes,yes,yes,""
CONDUCTIO,IgD on transitional B cell,GCST90001828,32,40.66,0.308,0.996,1.000,1.000,0.933,1.072,0.9672,1.0366,0.9333,1.0743,yes,yes,yes,yes,""
AVBLOCK,BAFF-R on B cell,GCST90001829,21,73.32,0.824,0.997,1.000,1.000,0.934,1.071,0.9633,1.0378,0.9269,1.0786,yes,yes,yes,yes,""
CONDUCTIO,BAFF-R on B cell,GCST90001829,21,73.32,0.824,1.000,1.000,1.000,0.950,1.053,0.9702,1.0191,0.9459,1.0453,yes,yes,yes,yes,""
AVBLOCK,BAFF-R on CD20- B cell,GCST90001830,14,11.89,0.110,0.102,0.885,1.000,0.844,1.185,0.9140,1.0279,0.8602,1.0921,yes,yes,yes,no,""
CONDUCTIO,BAFF-R on CD20- B cell,GCST90001830,14,11.89,0.110,0.348,0.998,1.000,0.880,1.137,0.9404,1.0442,0.8910,1.1021,yes,yes,yes,no,""
AVBLOCK,CD62L on CD62L+ myeloid Dendritic Cell,GCST90001831,15,14.53,0.149,0.162,0.960,1.000,0.858,1.166,0.8848,1.0393,0.8143,1.1292,yes,no,no,no,""
CONDUCTIO,CD62L on CD62L+ myeloid Dendritic Cell,GCST90001831,15,14.53,0.149,0.495,1.000,1.000,0.891,1.123,0.9202,1.0370,0.8652,1.1029,yes,yes,yes,no,""
AVBLOCK,CD62L on CD62L+ plasmacytoid Dendritic Cell,GCST90001832,15,16.08,0.165,0.203,0.980,1.000,0.864,1.157,0.9897,1.1353,0.9221,1.2186,yes,no,no,no,""
CONDUCTIO,CD62L on CD62L+ plasmacytoid Dendritic Cell,GCST90001832,15,16.08,0.165,0.577,1.000,1.000,0.896,1.116,0.9611,1.0681,0.9102,1.1279,yes,yes,yes,no,""
AVBLOCK,CD62L on CD62L+ Dendritic Cell,GCST90001833,26,21.26,0.218,0.360,0.998,1.000,0.881,1.135,0.9672,1.0759,0.9154,1.1368,yes,yes,yes,no,""
CONDUCTIO,CD62L on CD62L+ Dendritic Cell,GCST90001833,26,21.26,0.218,0.794,1.000,1.000,0.909,1.100,0.9924,1.0585,0.9599,1.0943,yes,yes,yes,yes,""
AVBLOCK,CD62L on monocyte,GCST90001834,25,28.09,0.266,0.573,1.000,1.000,0.895,1.117,0.9611,1.0305,0.9271,1.0682,yes,yes,yes,yes,""
CONDUCTIO,CD62L on monocyte,GCST90001834,25,28.09,0.266,0.938,1.000,1.000,0.920,1.087,0.9645,1.0074,0.9431,1.0303,yes,yes,yes,yes,""
AVBLOCK,CD62L on granulocyte,GCST90001835,16,12.59,0.123,0.116,0.912,1.000,0.848,1.179,0.9477,1.1025,0.8766,1.1921,yes,yes,no,no,""
CONDUCTIO,CD62L on granulocyte,GCST90001835,16,12.59,0.123,0.387,0.999,1.000,0.883,1.132,0.9775,1.0855,0.9260,1.1459,yes,yes,yes,no,""
AVBLOCK,CD66b on CD66b++ myeloid cell,GCST90001836,26,39.68,0.387,0.834,1.000,1.000,0.911,1.097,0.9736,1.0390,0.9415,1.0744,yes,yes,yes,yes,""
CONDUCTIO,CD66b on CD66b++ myeloid cell,GCST90001836,26,39.68,0.387,0.995,1.000,1.000,0.932,1.073,0.9657,1.0139,0.9417,1.0396,yes,yes,yes,yes,""
AVBLOCK,CD66b on Granulocytic Myeloid-Derived Suppressor Cells,GCST90001837,22,38.23,0.381,0.810,1.000,1.000,0.910,1.099,0.9667,1.0366,0.9325,1.0746,yes,yes,yes,yes,""
CONDUCTIO,CD66b on Granulocytic Myeloid-Derived Suppressor Cells,GCST90001837,22,38.23,0.381,0.993,1.000,1.000,0.931,1.074,0.9803,1.0330,0.9543,1.0612,yes,yes,yes,yes,""
AVBLOCK,CD3 on naive CD8+ T cell,GCST90001838,25,42.61,0.423,0.874,1.000,1.000,0.914,1.094,0.9537,1.0210,0.9208,1.0575,yes,yes,yes,yes,""
CONDUCTIO,CD3 on naive CD8+ T cell,GCST90001838,25,42.61,0.423,0.998,1.000,1.000,0.935,1.070,0.9634,1.0138,0.9384,1.0409,yes,yes,yes,yes,""
AVBLOCK,CD3 on Effector Memory CD8+ T cell,GCST90001839,20,21.63,0.199,0.372,0.999,1.000,0.882,1.134,0.9283,1.0159,0.8862,1.0642,yes,yes,yes,no,""
CONDUCTIO,CD3 on Effector Memory CD8+ T cell,GCST90001839,20,21.63,0.199,0.806,1.000,1.000,0.909,1.100,0.9595,1.0266,0.9267,1.0629,yes,yes,yes,yes,""
AVBLOCK,CD3 on Terminally Differentiated CD8+ T cell,GCST90001840,23,20.23,0.184,0.327,0.997,1.000,0.878,1.139,0.9222,1.0291,0.8715,1.0890,yes,yes,yes,no,""
CONDUCTIO,CD3 on Terminally Differentiated CD8+ T cell,GCST90001840,23,20.23,0.184,0.759,1.000,1.000,0.907,1.103,0.9465,1.0201,0.9106,1.0603,yes,yes,yes,yes,""
AVBLOCK,CD3 on Central Memory CD4+ T cell,GCST90001841,26,39.52,0.379,0.831,1.000,1.000,0.911,1.098,0.9610,1.0208,0.9316,1.0531,yes,yes,yes,yes,""
CONDUCTIO,CD3 on Central Memory CD4+ T cell,GCST90001841,26,39.52,0.379,0.995,1.000,1.000,0.932,1.073,0.9788,1.0240,0.9563,1.0481,yes,yes,yes,yes,""
AVBLOCK,CD3 on Naive CD4+ T cell,GCST90001842,30,52.16,0.541,0.955,1.000,1.000,0.922,1.084,0.9693,1.0277,0.9404,1.0593,yes,yes,yes,yes,""
CONDUCTIO,CD3 on Naive CD4+ T cell,GCST90001842,30,52.16,0.541,1.000,1.000,1.000,0.941,1.063,0.9856,1.0296,0.9637,1.0531,yes,yes,yes,yes,""
AVBLOCK,CD3 on Effector Memory CD4+ T cell,GCST90001843,19,27.28,0.262,0.549,1.000,1.000,0.894,1.119,0.9833,1.0599,0.9459,1.1018,yes,yes,yes,no,""
CONDUCTIO,CD3 on Effector Memory CD4+ T cell,GCST90001843,19,27.28,0.262,0.927,1.000,1.000,0.919,1.088,0.9997,1.0575,0.9711,1.0886,yes,yes,yes,yes,""
AVBLOCK,CD3 on Terminally Differentiated CD4+ T cell,GCST90001844,23,21.86,0.200,0.379,0.999,1.000,0.882,1.133,0.9529,1.0253,0.9176,1.0647,yes,yes,yes,yes,""
CONDUCTIO,CD3 on Terminally Differentiated CD4+ T cell,GCST90001844,23,21.86,0.200,0.813,1.000,1.000,0.910,1.099,0.9616,1.0157,0.9349,1.0447,yes,yes,yes,yes,""
AVBLOCK,CD3 on CD45RA- CD4+ T cell,GCST90001845,28,37.18,0.361,0.791,1.000,1.000,0.909,1.101,0.9511,1.0177,0.9185,1.0538,yes,yes,yes,yes,""
CONDUCTIO,CD3 on CD45RA- CD4+ T cell,GCST90001845,28,37.18,0.361,0.991,1.000,1.000,0.930,1.075,0.9776,1.0283,0.9524,1.0555,yes,yes,yes,yes,""
AVBLOCK,CD3 on Central Memory CD8+ T cell,GCST90001846,19,23.85,0.237,0.443,1.000,1.000,0.887,1.127,0.9420,1.0411,0.8946,1.0963,yes,yes,yes,no,""
CONDUCTIO,CD3 on Central Memory CD8+ T cell,GCST90001846,19,23.85,0.237,0.865,1.000,1.000,0.914,1.095,0.9524,1.0265,0.9163,1.0669,yes,yes,yes,yes,""
AVBLOCK,CD3 on HLA DR+ T cell,GCST90001847,27,28.80,0.266,0.593,1.000,1.000,0.897,1.115,0.9539,1.0213,0.9208,1.0580,yes,yes,yes,yes,""
CONDUCTIO,CD3 on HLA DR+ T cell,GCST90001847,27,28.80,0.266,0.946,1.000,1.000,0.921,1.086,0.9588,1.0130,0.9320,1.0422,yes,yes,yes,yes,""
AVBLOCK,CD3 on Natural Killer T,GCST90001848,17,14.17,0.129,0.153,0.953,1.000,0.856,1.168,0.9212,1.0162,0.8758,1.0689,yes,yes,yes,no,""
CONDUCTIO,CD3 on Natural Killer T,GCST90001848,17,14.17,0.129,0.475,1.000,1.000,0.889,1.124,0.9504,1.0272,0.9131,1.0692,yes,yes,yes,yes,""
AVBLOCK,CD3 on HLA DR+ CD4+ T cell,GCST90001849,26,30.49,0.282,0.640,1.000,1.000,0.899,1.112,0.9719,1.0550,0.9316,1.1007,yes,yes,yes,no,""
CONDUCTIO,CD3 on HLA DR+ CD4+ T cell,GCST90001849,26,30.49,0.282,0.962,1.000,1.000,0.923,1.083,0.9709,1.0351,0.9393,1.0700,yes,yes,yes,yes,""
AVBLOCK,CD3 on HLA DR+ CD8+ T cell,GCST90001850,26,23.96,0.215,0.446,1.000,1.000,0.887,1.127,0.9510,1.0321,0.9117,1.0766,yes,yes,yes,yes,""
CONDUCTIO,CD3 on HLA DR+ CD8+ T cell,GCST90001850,26,23.96,0.215,0.868,1.000,1.000,0.914,1.094,0.9733,1.0346,0.9432,1.0678,yes,yes,yes,yes,""
AVBLOCK,CD3 on T cell,GCST90001851,31,34.94,0.331,0.746,1.000,1.000,0.906,1.104,0.9806,1.0386,0.9520,1.0699,yes,yes,yes,yes,""
CONDUCTIO,CD3 on T cell,GCST90001851,31,34.94,0.331,0.985,1.000,1.000,0.928,1.078,0.9918,1.0312,0.9721,1.0521,yes,yes,yes,yes,""
AVBLOCK,CD3 on CD39+ resting CD4 regulatory T cell,GCST90001852,20,21.38,0.208,0.364,0.999,1.000,0.881,1.135,0.9528,1.0309,0.9149,1.0736,yes,yes,yes,yes,""
CONDUCTIO,CD3 on CD39+ resting CD4 regulatory T cell,GCST90001852,20,21.38,0.208,0.798,1.000,1.000,0.909,1.100,0.9612,1.0195,0.9324,1.0510,yes,yes,yes,yes,""
AVBLOCK,CD3 on activated CD4 regulatory T cell,GCST90001853,21,37.15,0.377,0.790,1.000,1.000,0.908,1.101,0.9511,1.0207,0.9172,1.0585,yes,yes,yes,yes,""
CONDUCTIO,CD3 on activated CD4 regulatory T cell,GCST90001853,21,37.15,0.377,0.991,1.000,1.000,0.930,1.075,0.9753,1.0282,0.9492,1.0565,yes,yes,yes,yes,""
AVBLOCK,CD3 on CD39+ activated CD4 regulatory T cell,GCST90001854,26,39.35,0.397,0.828,1.000,1.000,0.911,1.098,0.9623,1.0364,0.9261,1.0769,yes,yes,yes,yes,""
CONDUCTIO,CD3 on CD39+ activated CD4 regulatory T cell,GCST90001854,26,39.35,0.397,0.995,1.000,1.000,0.932,1.073,0.9851,1.0395,0.9581,1.0687,yes,yes,yes,yes,""
AVBLOCK,CD3 on secreting CD4 regulatory T cell,GCST90001855,20,36.56,0.366,0.779,1.000,1.000,0.908,1.102,0.9703,1.0486,0.9322,1.0914,yes,yes,yes,yes,""
CONDUCTIO,CD3 on secreting CD4 regulatory T cell,GCST90001855,20,36.56,0.366,0.990,1.000,1.000,0.930,1.076,0.9851,1.0379,0.9589,1.0663,yes,yes,yes,yes,""
AVBLOCK,CD3 on CD39+ secreting CD4 regulatory T cell,GCST90001856,27,36.70,0.358,0.782,1.000,1.000,0.908,1.101,0.9514,1.0271,0.9146,1.0684,yes,yes,yes,yes,""
CONDUCTIO,CD3 on CD39+ secreting CD4 regulatory T cell,GCST90001856,27,36.70,0.358,0.990,1.000,1.000,0.930,1.076,0.9772,1.0383,0.9471,1.0713,yes,yes,yes,yes,""
AVBLOCK,CD3 on activated & secreting CD4 regulatory T cell,GCST90001857,22,38.98,0.394,0.822,1.000,1.000,0.911,1.098,0.9705,1.0396,0.9367,1.0771,yes,yes,yes,yes,""
CONDUCTIO,CD3 on activated & secreting CD4 regulatory T cell,GCST90001857,22,38.98,0.394,0.994,1.000,1.000,0.932,1.073,0.9884,1.0415,0.9620,1.0701,yes,yes,yes,yes,""
AVBLOCK,CD3 on CD45RA+ CD4+ T cell,GCST90001858,32,50.70,0.505,0.947,1.000,1.000,0.921,1.086,0.9806,1.0384,0.9521,1.0696,yes,yes,yes,yes,""
CONDUCTIO,CD3 on CD45RA+ CD4+ T cell,GCST90001858,32,50.70,0.505,1.000,1.000,1.000,0.940,1.064,0.9950,1.0429,0.9711,1.0685,yes,yes,yes,yes,""
AVBLOCK,CD3 on CD8+ T cell,GCST90001859,23,26.80,0.255,0.534,1.000,1.000,0.893,1.120,0.9547,1.0197,0.9228,1.0550,yes,yes,yes,yes,""
CONDUCTIO,CD3 on CD8+ T cell,GCST90001859,23,26.80,0.255,0.921,1.000,1.000,0.918,1.089,0.9710,1.0202,0.9466,1.0466,yes,yes,yes,yes,""
AVBLOCK,CD3 on CD39+ CD4+ T cell,GCST90001860,27,43.31,0.436,0.883,1.000,1.000,0.915,1.093,0.9697,1.0331,0.9385,1.0674,yes,yes,yes,yes,""
CONDUCTIO,CD3 on CD39+ CD4+ T cell,GCST90001860,27,43.31,0.436,0.998,1.000,1.000,0.935,1.069,0.9858,1.0315,0.9630,1.0559,yes,yes,yes,yes,""
AVBLOCK,CD3 on CD28+ CD4+ T cell,GCST90001861,24,31.02,0.305,0.654,1.000,1.000,0.900,1.111,0.9362,1.0313,0.8906,1.0841,yes,yes,yes,no,""
CONDUCTIO,CD3 on CD28+ CD4+ T cell,GCST90001861,24,31.02,0.305,0.966,1.000,1.000,0.924,1.082,0.9605,1.0241,0.9292,1.0585,yes,yes,yes,yes,""
AVBLOCK,CD3 on CD28+ CD4-CD8- T cell,GCST90001862,16,13.06,0.118,0.127,0.926,1.000,0.851,1.176,0.9378,1.0182,0.8988,1.0624,yes,yes,yes,no,""
CONDUCTIO,CD3 on CD28+ CD4-CD8- T cell,GCST90001862,16,13.06,0.118,0.413,0.999,1.000,0.885,1.130,0.9455,1.0031,0.9170,1.0342,yes,yes,yes,yes,""
AVBLOCK,CD3 on CD28+ CD45RA- CD8+ T cell,GCST90001863,18,21.54,0.209,0.369,0.999,1.000,0.882,1.134,0.9186,1.0208,0.8700,1.0778,yes,yes,yes,no,""
CONDUCTIO,CD3 on CD28+ CD45RA- CD8+ T cell,GCST90001863,18,21.54,0.209,0.803,1.000,1.000,0.909,1.100,0.9356,1.0070,0.9008,1.0459,yes,yes,yes,no,""
AVBLOCK,CD3 on CD28+ CD45RA+ CD8+ T cell,GCST90001864,25,41.50,0.413,0.860,1.000,1.000,0.913,1.095,0.9779,1.0538,0.9410,1.0951,yes,yes,yes,yes,""
CONDUCTIO,CD3 on CD28+ CD45RA+ CD8+ T cell,GCST90001864,25,41.50,0.413,0.997,1.000,1.000,0.934,1.071,0.9770,1.0350,0.9484,1.0663,yes,yes,yes,yes,""
AVBLOCK,CD3 on CD28- CD8+ T cell,GCST90001865,20,18.15,0.167,0.263,0.992,1.000,0.872,1.147,0.9148,1.0151,0.8670,1.0711,yes,yes,yes,no,""
CONDUCTIO,CD3 on CD28- CD8+ T cell,GCST90001865,20,18.15,0.167,0.676,1.000,1.000,0.902,1.109,0.9332,1.0086,0.8965,1.0499,yes,yes,yes,no,""
AVBLOCK,CD3 on CD39+ CD8+ T cell,GCST90001866,16,18.92,0.181,0.286,0.995,1.000,0.874,1.144,0.9666,1.0748,0.9152,1.1352,yes,yes,yes,no,""
CONDUCTIO,CD3 on CD39+ CD8+ T cell,GCST90001866,16,18.92,0.181,0.708,1.000,1.000,0.903,1.107,0.9681,1.0526,0.9272,1.0990,yes,yes,yes,yes,""
AVBLOCK,CD3 on CD4+ T cell,GCST90001867,29,24.22,0.231,0.454,1.000,1.000,0.888,1.126,0.9649,1.0466,0.9253,1.0914,yes,yes,yes,yes,""
CONDUCTIO,CD3 on CD4+ T cell,GCST90001867,29,24.22,0.231,0.874,1.000,1.000,0.914,1.094,0.9715,1.0275,0.9439,1.0576,yes,yes,yes,yes,""
AVBLOCK,CD3 on CD4 regulatory T cell,GCST90001868,11,30.02,0.318,0.627,1.000,1.000,0.899,1.113,0.9441,1.0384,0.8989,1.0907,yes,yes,yes,no,""
CONDUCTIO,CD3 on CD4 regulatory T cell,GCST90001868,11,30.02,0.318,0.958,1.000,1.000,0.923,1.084,0.9656,1.0369,0.9308,1.0757,yes,yes,yes,yes,""
AVBLOCK,CD3 on resting CD4 regulatory T cell,GCST90001869,37,34.17,0.310,0.730,1.000,1.000,0.905,1.105,0.9913,1.0672,0.9543,1.1085,yes,yes,yes,no,""
CONDUCTIO,CD3 on resting CD4 regulatory T cell,GCST90001869,37,34.17,0.310,0.982,1.000,1.000,0.927,1.078,0.9866,1.0425,0.9589,1.0727,yes,yes,yes,yes,""
AVBLOCK,CD34 on Hematopoietic Stem Cell,GCST90001870,12,24.60,0.234,0.466,1.000,1.000,0.889,1.125,0.9787,1.0332,0.9516,1.0626,yes,yes,yes,yes,""
CONDUCTIO,CD34 on Hematopoietic Stem Cell,GCST90001870,12,24.60,0.234,0.882,1.000,1.000,0.915,1.093,0.9816,1.0222,0.9612,1.0439,yes,yes,yes,yes,""
AVBLOCK,HVEM on T cell,GCST90001871,25,46.77,0.453,0.918,1.000,1.000,0.918,1.089,0.9756,1.0392,0.9443,1.0736,yes,yes,yes,yes,""
CONDUCTIO,HVEM on T cell,GCST90001871,25,46.77,0.453,0.999,1.000,1.000,0.937,1.067,0.9684,1.0152,0.9451,1.0403,yes,yes,yes,yes,""
AVBLOCK,HVEM on naive CD8+ T cell,GCST90001872,21,40.07,0.396,0.840,1.000,1.000,0.912,1.097,0.9807,1.0242,0.9591,1.0473,yes,yes,yes,yes,""
CONDUCTIO,HVEM on naive CD8+ T cell,GCST90001872,21,40.07,0.396,0.995,1.000,1.000,0.933,1.072,0.9882,1.0265,0.9690,1.0468,yes,yes,yes,yes,""
AVBLOCK,HVEM on Effector Memory CD8+ T cell,GCST90001873,18,34.51,0.335,0.737,1.000,1.000,0.905,1.105,0.9399,1.0084,0.9065,1.0456,yes,yes,yes,no,""
CONDUCTIO,HVEM on Effector Memory CD8+ T cell,GCST90001873,18,34.51,0.335,0.984,1.000,1.000,0.928,1.078,0.9492,1.0003,0.9239,1.0278,yes,yes,yes,yes,""
AVBLOCK,HVEM on Terminally Differentiated CD8+ T cell,GCST90001874,25,45.39,0.430,0.905,1.000,1.000,0.917,1.091,0.9724,1.0369,0.9407,1.0719,yes,yes,yes,yes,""
CONDUCTIO,HVEM on Terminally Differentiated CD8+ T cell,GCST90001874,25,45.39,0.430,0.999,1.000,1.000,0.937,1.068,0.9687,1.0165,0.9449,1.0421,yes,yes,yes,yes,""
AVBLOCK,HVEM on CD4+ T cell,GCST90001875,20,37.80,0.381,0.802,1.000,1.000,0.909,1.100,0.9478,1.0230,0.9111,1.0641,yes,yes,yes,yes,""
CONDUCTIO,HVEM on CD4+ T cell,GCST90001875,20,37.80,0.381,0.992,1.000,1.000,0.931,1.074,0.9643,1.0143,0.9394,1.0411,yes,yes,yes,yes,""
AVBLOCK,HVEM on Central Memory CD4+ T cell,GCST90001876,18,32.98,0.339,0.702,1.000,1.000,0.903,1.107,0.9772,1.0242,0.9538,1.0494,yes,yes,yes,yes,""
CONDUCTIO,HVEM on Central Memory CD4+ T cell,GCST90001876,18,32.98,0.339,0.977,1.000,1.000,0.926,1.080,0.9936,1.0242,0.9781,1.0403,yes,yes,yes,yes,""
AVBLOCK,HVEM on naive CD4+ T cell,GCST90001877,18,31.99,0.333,0.678,1.000,1.000,0.902,1.109,0.9820,1.0450,0.9510,1.0791,yes,yes,yes,yes,""
CONDUCTIO,HVEM on naive CD4+ T cell,GCST90001877,18,31.99,0.333,0.972,1.000,1.000,0.925,1.081,0.9947,1.0399,0.9722,1.0640,yes,yes,yes,yes,""
AVBLOCK,HVEM on Effector Memory CD4+ T cell,GCST90001878,22,42.06,0.413,0.867,1.000,1.000,0.914,1.094,0.9515,1.0228,0.9166,1.0617,yes,yes,yes,yes,""
CONDUCTIO,HVEM on Effector Memory CD4+ T cell,GCST90001878,22,42.06,0.413,0.997,1.000,1.000,0.934,1.070,0.9685,1.0312,0.9377,1.0651,yes,yes,yes,yes,""
AVBLOCK,HVEM on Terminally Differentiated CD4+ T cell,GCST90001879,26,47.14,0.459,0.921,1.000,1.000,0.918,1.089,0.9764,1.0395,0.9454,1.0737,yes,yes,yes,yes,""
CONDUCTIO,HVEM on Terminally Differentiated CD4+ T cell,GCST90001879,26,47.14,0.459,0.999,1.000,1.000,0.938,1.066,0.9804,1.0314,0.9551,1.0587,yes,yes,yes,yes,""
AVBLOCK,HVEM on CD45RA- CD4+ T cell,GCST90001880,19,37.36,0.374,0.794,1.000,1.000,0.909,1.100,0.9728,1.0290,0.9450,1.0593,yes,yes,yes,yes,""
CONDUCTIO,HVEM on CD45RA- CD4+ T cell,GCST90001880,19,37.36,0.374,0.991,1.000,1.000,0.930,1.075,0.9792,1.0222,0.9577,1.0452,yes,yes,yes,yes,""
AVBLOCK,HVEM on CD8+ T cell,GCST90001881,16,29.89,0.300,0.623,1.000,1.000,0.899,1.113,0.9231,1.0122,0.8803,1.0614,yes,yes,yes,no,""
CONDUCTIO,HVEM on CD8+ T cell,GCST90001881,16,29.89,0.300,0.957,1.000,1.000,0.922,1.084,0.9503,1.0182,0.9171,1.0550,yes,yes,yes,yes,""
AVBLOCK,HVEM on Central Memory CD8+ T cell,GCST90001882,18,35.83,0.354,0.765,1.000,1.000,0.907,1.103,0.9820,1.0299,0.9582,1.0555,yes,yes,yes,yes,""
CONDUCTIO,HVEM on Central Memory CD8+ T cell,GCST90001882,18,35.83,0.354,0.988,1.000,1.000,0.929,1.077,0.9950,1.0280,0.9784,1.0454,yes,yes,yes,yes,""
AVBLOCK,CD16-CD56 on Natural Killer T,GCST90001883,28,36.53,0.339,0.779,1.000,1.000,0.908,1.102,0.9529,1.0288,0.9159,1.0704,yes,yes,yes,yes,""
CONDUCTIO,CD16-CD56 on Natural Killer T,GCST90001883,28,36.53,0.339,0.990,1.000,1.000,0.930,1.076,0.9625,1.0194,0.9344,1.0500,yes,yes,yes,yes,""
AVBLOCK,CD16-CD56 on Natural Killer,GCST90001884,28,53.17,0.525,0.960,1.000,1.000,0.923,1.084,0.9520,1.0266,0.9157,1.0674,yes,yes,yes,yes,""
CONDUCTIO,CD16-CD56 on Natural Killer,GCST90001884,28,53.17,0.525,1.000,1.000,1.000,0.941,1.062,0.9652,1.0344,0.9314,1.0720,yes,yes,yes,yes,""
AVBLOCK,CD16-CD56 on HLA DR+ Natural Killer,GCST90001885,24,21.50,0.203,0.367,0.999,1.000,0.881,1.134,0.9779,1.0293,0.9524,1.0569,yes,yes,yes,yes,""
CONDUCTIO,CD16-CD56 on HLA DR+ Natural Killer,GCST90001885,24,21.50,0.203,0.801,1.000,1.000,0.909,1.100,0.9857,1.0301,0.9636,1.0538,yes,yes,yes,yes,""
AVBLOCK,CD28 on CD39+ activated CD4 regulatory T cell,GCST90001886,19,18.14,0.183,0.263,0.992,1.000,0.872,1.147,0.9472,1.0202,0.9117,1.0600,yes,yes,yes,yes,""
CONDUCTIO,CD28 on CD39+ activated CD4 regulatory T cell,GCST90001886,19,18.14,0.183,0.675,1.000,1.000,0.902,1.109,0.9671,1.0162,0.9427,1.0425,yes,yes,yes,yes,""
AVBLOCK,CD28 on secreting CD4 regulatory T cell,GCST90001887,17,18.84,0.178,0.284,0.994,1.000,0.874,1.144,0.9552,1.0105,0.9279,1.0402,yes,yes,yes,yes,""
CONDUCTIO,CD28 on secreting CD4 regulatory T cell,GCST90001887,17,18.84,0.178,0.705,1.000,1.000,0.903,1.107,0.9652,1.0068,0.9445,1.0289,yes,yes,yes,yes,""
AVBLOCK,CD28 on CD39+ secreting CD4 regulatory T cell,GCST90001888,21,25.88,0.250,0.506,1.000,1.000,0.891,1.122,0.9746,1.0641,0.9315,1.1135,yes,yes,yes,no,""
CONDUCTIO,CD28 on CD39+ secreting CD4 regulatory T cell,GCST90001888,21,25.88,0.250,0.906,1.000,1.000,0.917,1.091,0.9861,1.0730,0.9441,1.1207,yes,yes,yes,no,""
AVBLOCK,CD28 on activated & secreting CD4 regulatory T cell,GCST90001889,25,22.59,0.228,0.402,0.999,1.000,0.884,1.131,0.9786,1.0220,0.9569,1.0452,yes,yes,yes,yes,""
CONDUCTIO,CD28 on activated & secreting CD4 regulatory T cell,GCST90001889,25,22.59,0.228,0.833,1.000,1.000,0.911,1.097,0.9786,1.0125,0.9616,1.0304,yes,yes,yes,yes,""
AVBLOCK,CD28 on CD45RA+ CD4+ T cell,GCST90001890,13,19.50,0.174,0.304,0.996,1.000,0.876,1.142,0.9651,1.0827,0.9094,1.1490,yes,yes,yes,no,""
CONDUCTIO,CD28 on CD45RA+ CD4+ T cell,GCST90001890,13,19.50,0.174,0.731,1.000,1.000,0.905,1.105,0.9654,1.0523,0.9235,1.1001,yes,yes,yes,no,""
AVBLOCK,CD28 on CD45RA- CD4 not regulatory T cell,GCST90001891,13,18.10,0.168,0.261,0.992,1.000,0.872,1.147,0.9586,1.0697,0.9059,1.1319,yes,yes,yes,no,""
CONDUCTIO,CD28 on CD45RA- CD4 not regulatory T cell,GCST90001891,13,18.10,0.168,0.673,1.000,1.000,0.901,1.109,0.9529,1.0344,0.9134,1.0791,yes,yes,yes,yes,""
AVBLOCK,CD28 on CD39+ CD4+ T cell,GCST90001892,17,34.33,0.336,0.733,1.000,1.000,0.905,1.105,0.9475,1.0376,0.9041,1.0873,yes,yes,yes,no,""
CONDUCTIO,CD28 on CD39+ CD4+ T cell,GCST90001892,17,34.33,0.336,0.983,1.000,1.000,0.927,1.078,0.9569,1.0322,0.9203,1.0734,yes,yes,yes,yes,""
AVBLOCK,CD28 on CD28+ CD45RA- CD8+ T cell,GCST90001893,17,13.89,0.128,0.146,0.947,1.000,0.855,1.170,0.9425,1.0812,0.8780,1.1605,yes,yes,yes,no,""
CONDUCTIO,CD28 on CD28+ CD45RA- CD8+ T cell,GCST90001893,17,13.89,0.128,0.460,1.000,1.000,0.888,1.126,0.9596,1.0634,0.9101,1.1212,yes,yes,yes,no,""
AVBLOCK,CD28 on CD28+ CD4+ T cell,GCST90001894,27,28.74,0.271,0.591,1.000,1.000,0.897,1.115,0.9895,1.0119,0.9781,1.0237,yes,yes,yes,yes,""
CONDUCTIO,CD28 on CD28+ CD4+ T cell,GCST90001894,27,28.74,0.271,0.945,1.000,1.000,0.921,1.086,0.9867,1.0040,0.9779,1.0131,yes,yes,yes,yes,""
AVBLOCK,CD28 on CD28+ CD4-CD8- T cell,GCST90001895,3,2.65,0.024,0.003,0.062,0.323,0.698,1.432,0.7650,1.1583,0.6177,1.4345,no,no,no,no,""
