id,trait,nIV,method,mean_F,min_F,b,se,OR,OR_L,OR_U,p,FDR
ebi-a-GCST90001721,CD19 on CD20- B cell,1,Wald,29.9081528484662,29.9081528484662,0.100495540138751,0.0448989098116948,1.10571871034105,1.012572048934,1.20743394772294,0.0252039507164553,0.429826852483862
ebi-a-GCST90001645,Natural Killer Absolute Count,3,IVW,47.7122049644824,34.8753495346537,0.111355320497907,0.0498488073691182,1.11779201071451,1.01374526742759,1.23251769390523,0.0254922021242488,0.429826852483862
ebi-a-GCST90001678,CD28- CD25++ CD8+ T cell Absolute Count,1,Wald,32.953047241665,32.953047241665,-0.197178459611772,0.0893143393863494,0.821044097026839,0.689192563240856,0.978120550362108,0.0272658234778897,0.436087468485924
ebi-a-GCST90001548,Central Memory CD8+ T cell Absolute Count,1,Wald,33.5381593858922,33.5381593858922,0.177375203915171,0.0803622349102773,1.19407903221555,1.02006385011711,1.39777988898746,0.0273003687025785,0.436087468485924
ebi-a-GCST90001970,FSC-A on HLA DR+ Natural Killer,4,IVW,109.132107389434,29.9534331628926,-0.0684694903534097,0.031554123608052,0.933821950246589,0.8778183717587,0.993398478338124,0.030013947992797,0.440756548380196
ebi-a-GCST90001528,CD33dim HLA DR+ CD11b- %CD33dim HLA DR+,3,IVW,122.612313166087,33.4252857763496,0.041969179399272,0.0195151946091458,1.04286233661175,1.00372632350958,1.08352429108426,0.0315085873671469,0.440756548380196
ebi-a-GCST90001982,CCR2 on CD14- CD16+ monocyte,1,Wald,68.2640229131672,68.2640229131672,0.227844295800818,0.105947603121516,1.25588976289799,1.02039212906998,1.54573820359584,0.0315127213664551,0.440756548380196
ebi-a-GCST90001906,CD86 on granulocyte,2,IVW,37.1531573683957,36.1041214206957,-0.217843016461288,0.101374185488447,0.804251686032846,0.659326499674752,0.981032576129966,0.0316423049376704,0.440756548380196
ebi-a-GCST90001536,CD45RA- CD4+ T cell %T cell,2,IVW,46.3508929142495,38.0417624343766,0.0933397355241625,0.043591890833408,1.09783464534778,1.00793091388785,1.1957574590871,0.0322564728314434,0.440756548380196
ebi-a-GCST90001526,CD33dim HLA DR+ CD11b+ %CD33dim HLA DR+,3,IVW,123.761819672852,33.823572301761,-0.0415907470120011,0.0194419266386446,0.959262281205836,0.923396163913963,0.996521493270967,0.0324170694478259,0.440756548380196
ebi-a-GCST90001568,Naive CD4-CD8- T cell %T cell,1,Wald,33.9793886777519,33.9793886777519,-0.214229303547963,0.100292378449409,0.807163278397167,0.663117973767034,0.982498716317034,0.0326755266509207,0.440756548380196
ebi-a-GCST90001647,Natural Killer %lymphocyte,3,IVW,68.4469030349561,40.2497611028798,0.0887433778740943,0.041840653229505,1.09280018363381,1.00675843337353,1.18619541864519,0.0339231050071218,0.445631311868571
ebi-a-GCST90001570,Effector Memory CD4-CD8- T cell %CD4-CD8- T cell,3,IVW,42.3997998617964,30.6516077433257,0.0723565794312677,0.0343013598008344,1.07503861238395,1.00513907419596,1.14979911515318,0.0349068234986081,0.445631311868571
ebi-a-GCST90002084,SSC-A on Natural Killer T,2,IVW,33.5841697787186,32.1428186385852,-0.14526468061098,0.0689897852646647,0.864793368778942,0.755417532262455,0.990005578033366,0.0352393788627535,0.445631311868571
ebi-a-GCST90001573,Terminally Differentiated CD4-CD8- T cell %CD4-CD8- T cell,2,IVW,46.5445674935143,32.5427616164942,-0.0952771788565797,0.0457396141016915,0.90912091044753,0.831165104214583,0.994388269697577,0.037248109512527,0.461420458655181
ebi-a-GCST90001833,CD62L on CD62L+ Dendritic Cell,2,IVW,43.11866737297,42.8247748562565,0.113923414764714,0.0549786350242767,1.12066629510566,1.00618433463646,1.24817382039605,0.0382524107070803,0.463770960466332
ebi-a-GCST90001458,Myeloid Dendritic Cell Absolute Count,3,IVW,210.382889439098,34.2139963202086,0.0614204360796562,0.0297500859710578,1.06334588919537,1.00311510947715,1.12719315000454,0.0389659291330855,0.463770960466332
ebi-a-GCST90002077,SSC-A on HLA DR+ Natural Killer,3,IVW,148.495352964969,39.0851810853112,-0.0664990818208245,0.0325181916287675,0.93566377496293,0.877889333260919,0.997240388519086,0.0408567380307349,0.476923845858771
ebi-a-GCST90001542,Effector Memory CD4+ T cell Absolute Count,1,Wald,46.2152385206813,46.2152385206813,0.113372209821429,0.0560318080357143,1.12004874851703,1.00355617430825,1.25006375444732,0.0430366137122678,0.492476901256138
ebi-a-GCST90002025,CD4 on Effector Memory CD4+ T cell,3,IVW,66.2607989720625,43.1177215939747,-0.0642266130170069,0.0318602233524956,0.9377924594709,0.881022027264715,0.998221009037536,0.0438117836372841,0.492476901256138
ebi-a-GCST90001987,CD64 on CD14+ CD16- monocyte,9,IVW,131.482884510872,30.1605204242049,-0.0344080601912494,0.0171508833906169,0.966177165746941,0.934238246255708,0.999207985063895,0.0448351754683866,0.494817300169285
ebi-a-GCST90001631,CD8+ Natural Killer T %T cell,1,Wald,110.975892521239,110.975892521239,0.299662561576355,0.15053078817734,1.34940339018981,1.0046329156705,1.81249238508226,0.0465132052812194,0.497194129733342
ebi-a-GCST90001959,CD4 on HLA DR+ CD4+ T cell,2,IVW,38.2192723213538,35.7084337871429,0.115477223700044,0.0584716435582478,1.12240894993423,1.00087318332867,1.25870277261567,0.0482764404177031,0.497194129733342
